position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
1	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	O7eOux_w1G0	2017-01-08T15:10:21.000Z	2017-01-08 16:10:21	Nightcore B A D T I M E Undertale Owl City Good Time Parody		22	People & Blogs	PT2M41S	161	2d	hd	false	1	1	0	0	0	0
2	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	cc2wTMsiTqw	2017-01-08T15:10:22.000Z	2017-01-08 16:10:22	The Head and the Heart Interview		22	People & Blogs	PT12M57S	777	2d	sd	false	1	1	0	0	0	0
3	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	ZUEF8iGOimM	2017-01-08T15:10:23.000Z	2017-01-08 16:10:23	The Head and The Heart Interview Series Charity Rose Thielen by Lostinmymind com		22	People & Blogs	PT6M28S	388	2d	sd	false	1	1	0	0	0	0
4	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	RJ-LpgXHVrs	2017-01-08T15:10:23.000Z	2017-01-08 16:10:23	The Head and the Heart at Newport Folk Festival 2012		22	People & Blogs	PT6M24S	384	2d	sd	false	1	0	0	0	0	0
5	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	ZRpBoyMWsl8	2017-01-08T15:10:24.000Z	2017-01-08 16:10:24	The Head and the Heart ~ Rivers & Roads		22	People & Blogs	PT4M42S	282	2d	sd	false	1	1	0	0	0	0
6	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	wLLtd8wJjTI	2017-01-08T15:10:26.000Z	2017-01-08 16:10:26	Next To Me Otto Knows Cover Fredrik Hagge Hagedorn		22	People & Blogs	PT3M26S	206	2d	sd	false	1	1	0	0	0	0
7	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	iquEHmjUqA4	2017-01-08T15:10:32.000Z	2017-01-08 16:10:32	my roommate is gay!!$ ! YouTube		22	People & Blogs	PT2M18S	138	2d	sd	false	1	11	0	0	0	0
8	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	4Xy2zEmLJ4g	2017-01-08T15:10:32.000Z	2017-01-08 16:10:32	Million Voices Otto Knows Acoustic Cover		22	People & Blogs	PT3M5S	185	2d	sd	false	1	3	0	0	0	0
9	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	ELVsTE9mWCs	2017-01-08T15:10:31.000Z	2017-01-08 16:10:31	The Head and the Heart		22	People & Blogs	PT4M21S	261	2d	sd	false	1	1	0	0	0	0
10	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	0zAyhVNeTJY	2017-01-08T15:10:30.000Z	2017-01-08 16:10:30	The Head and the Heart The Doe Bay Sessions		22	People & Blogs	PT9M24S	564	2d	sd	false	1	4	1	0	0	0
11	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	6liA0d6caBA	2017-01-08T15:10:44.000Z	2017-01-08 16:10:44	The Head and the Heart Oh Virginia & Down In the Valley Live from Northampton, MA 07 28 2012		22	People & Blogs	PT12M48S	768	2d	sd	false	1	9	0	0	0	0
12	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	xiL_0DbN-Zg	2017-01-08T15:10:43.000Z	2017-01-08 16:10:43	The Head and the Heart Oh My Dear Live at the Fillmore Philly June 5 2016		22	People & Blogs	PT5M24S	324	2d	sd	false	1	3	0	0	0	0
13	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	4TpEEAuwyHQ	2017-01-08T15:10:42.000Z	2017-01-08 16:10:42	The Head and the Heart Oh My Dear & I Don t Mind 11 2 16 Eccles Theater SLC, UT		22	People & Blogs	PT5M23S	323	2d	sd	false	1	3	0	0	0	0
14	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	vkXgm6IycBg	2017-01-08T15:10:40.000Z	2017-01-08 16:10:40	The Head and the Heart Library Magic³ 8 28 16 Red Rocks Amphitheatre Morrison, CO		22	People & Blogs	PT5M34S	334	2d	sd	false	1	1	0	0	0	0
15	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	qdhXn70tPU0	2017-01-08T15:10:39.000Z	2017-01-08 16:10:39	The Head and the Heart Let s Be Still Guitar Lesson		22	People & Blogs	PT8M3S	483	2d	sd	false	1	2	0	0	0	0
16	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	6ZpG84NsveY	2017-01-08T15:10:39.000Z	2017-01-08 16:10:39	MBB Rick Pitino Postgame Press Conference vs Virginia		22	People & Blogs	PT3M30S	210	2d	sd	false	1	2	0	0	0	0
17	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	9DeWElyj7U8	2017-01-08T15:10:34.000Z	2017-01-08 16:10:34	Liam McGenity I Forget Where We Were Ben Howard Cover		22	People & Blogs	PT1M42S	102	2d	sd	false	1	5	0	0	0	0
18	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	ZLobVqzMVDM	2017-01-08T15:10:32.000Z	2017-01-08 16:10:32	The Head and the Heart Down in the Valley, Live Aragon Ballroom, Chicago 12 13 14		22	People & Blogs	PT7M	7	2d	sd	false	1	0	0	0	0	0
19	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	Af4vxVVP84U	2017-01-08T15:10:30.000Z	2017-01-08 16:10:30	The Head and the Heart Down in the Valley HD		22	People & Blogs	PT5M37S	337	2d	sd	false	1	3	0	0	0	0
20	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	s6F6-LfAxRE	2017-01-08T15:10:29.000Z	2017-01-08 16:10:29	The Head And The Heart Down In The Valley Acoustic		22	People & Blogs	PT5M34S	334	2d	sd	false	1	3	0	0	0	0
21	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	wy6Qm7I_g-Q	2017-01-08T15:10:29.000Z	2017-01-08 16:10:29	The Head and the Heart Colors ³ 8 28 16 Red Rocks Amphitheatre Morrison, CO		22	People & Blogs	PT3M58S	238	2d	sd	false	1	3	0	0	0	0
22	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	y6xRJ4avgxQ	2017-01-08T15:10:50.000Z	2017-01-08 16:10:50	The Head and the Heart Another Story LIVE		22	People & Blogs	PT4M51S	291	2d	sd	false	1	15	0	0	0	0
23	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	KObbbyaL9bk	2017-01-08T15:10:48.000Z	2017-01-08 16:10:48	The Head and the Heart Another Story cover		22	People & Blogs	PT4M39S	279	2d	sd	false	1	5	0	0	0	0
24	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	FHMQKn7jh7Q	2017-01-08T15:10:46.000Z	2017-01-08 16:10:46	The Head and The Heart Down In The Valley eTown webisode #338		22	People & Blogs	PT7M22S	442	2d	sd	false	1	0	0	0	0	0
25	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	PyIKaU3HsHc	2017-01-08T15:10:45.000Z	2017-01-08 16:10:45	The Genius of Elton John Take me to the Pilot Live London Royal Opera House 2011		22	People & Blogs	PT12M46S	766	2d	hd	false	1	0	0	0	0	0
26	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	iNJyWWmiNx8	2017-01-08T15:10:44.000Z	2017-01-08 16:10:44	The Genius of Elton John Take me to the Pilot Live London Royal Opera House 2011 2		22	People & Blogs	PT12M46S	766	2d	sd	false	1	1	0	0	0	0
27	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	Y4NaBU8MFN0	2017-01-08T15:10:44.000Z	2017-01-08 16:10:44	The Genius of Elton John Take me to the Pilot Live London Royal Opera House 2011 1		22	People & Blogs	PT12M46S	766	2d	sd	false	1	4	0	0	0	0
28	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	wKideA1Fz_k	2017-01-08T15:10:43.000Z	2017-01-08 16:10:43	The District Dish Krista JohnsonElla Rue		22	People & Blogs	PT8M43S	523	2d	hd	false	1	0	0	0	0	0
29	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	FrrJvcNR92w	2017-01-08T15:10:42.000Z	2017-01-08 16:10:42	The District Dish Krista JohnsonElla Rue 1		22	People & Blogs	PT8M43S	523	2d	sd	false	1	1	0	0	0	0
30	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	fNBpHEUGitE	2017-01-08T15:10:43.000Z	2017-01-08 16:10:43	The District Dish Krista Johnson Ella Rue		22	People & Blogs	PT8M43S	523	2d	sd	false	1	3	0	0	0	0
31	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	eHiw8Rq6fVU	2017-01-08T15:10:42.000Z	2017-01-08 16:10:42	The Circle of Life Elton John at the Theater Awards London November 13 2016		22	People & Blogs	PT4M39S	279	2d	hd	false	1	11	0	0	0	0
32	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	uh3ndOhUC9Y	2017-01-07T04:03:57.000Z	2017-01-07 05:03:57	Street Fighter V Karin CheezyFeet vs Birdy		22	People & Blogs	PT4M2S	242	2d	sd	false	1	3	0	0	0	0
33	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	jHyjT2_eYIY	2017-01-07T04:02:59.000Z	2017-01-07 05:02:59	Star Wars Kinder Surprise Unboxing De Boxing		22	People & Blogs	PT4M47S	287	2d	sd	false	1	0	0	0	0	0
34	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	SQphX_-gBN0	2017-01-07T04:03:01.000Z	2017-01-07 05:03:01	Sorry Seems To Be The Hardest Word Elton John Acoustic Cover		22	People & Blogs	PT5M	5	2d	hd	false	1	0	0	0	0	0
35	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	erpbi9x7Z0M	2017-01-07T04:03:01.000Z	2017-01-07 05:03:01	Sorry Seems to be The Hardest Word Elton John Subtitulado		22	People & Blogs	PT3M58S	238	2d	sd	false	1	1	0	0	0	0
36	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	M33Vibu0jHU	2017-01-07T04:03:09.000Z	2017-01-07 05:03:09	LADY GAGA songs ft on SNL, The Golden Globes, Tonight Show w jimmy Fallon by Marina 2017		22	People & Blogs	PT3M45S	225	2d	sd	false	1	5	0	0	0	0
37	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	b-lQT-6HXNc	2017-01-07T04:03:06.000Z	2017-01-07 05:03:06	KSHMR & Bassjackers ft Sirah Memories Mike Prado Remix		22	People & Blogs	PT4M23S	263	2d	sd	false	1	2	0	0	0	0
38	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	yN8SMBsocmw	2017-01-07T04:03:04.000Z	2017-01-07 05:03:04	Soins pour le visage recettes de grand mÃ¨res		22	People & Blogs	PT3M2S	182	2d	sd	false	1	1	0	0	0	0
39	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	s1tlLovqGMw	2017-01-07T04:03:12.000Z	2017-01-07 05:03:12	KSHMR & Bassjackers Ft Sirah Memories Monolix & The MNML Attack Remix		22	People & Blogs	PT5M30S	330	2d	sd	false	1	4	0	0	0	0
40	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	z6tTNoU_L18	2017-01-07T04:03:12.000Z	2017-01-07 05:03:12	KSHMR & Bassjackers Memories Crisis Era Remix		22	People & Blogs	PT5M4S	304	2d	sd	false	1	0	0	0	0	0
41	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	1408WhbPs0M	2017-01-07T04:03:14.000Z	2017-01-07 05:03:14	Sir Cliff Richard Live at the Queens Diamond Jubilee Concert		22	People & Blogs	PT11M46S	706	2d	sd	false	1	3	0	0	0	0
42	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	-oBCRmnq-Jo	2017-01-07T04:03:13.000Z	2017-01-07 05:03:13	Shawn Hook Web Exclusive Interview		22	People & Blogs	PT5M23S	323	2d	sd	false	1	0	0	0	0	0
43	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	yRW39tRTyGE	2017-01-07T04:03:11.000Z	2017-01-07 05:03:11	Jojo’s Bizarre Adventure Toonami Promo		22	People & Blogs	PT1M22S	82	2d	sd	false	1	2	0	0	0	0
44	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	XRYfT3-0VNE	2017-01-07T04:03:10.000Z	2017-01-07 05:03:10	Jojo vs Robot		22	People & Blogs	PT55S	55	2d	sd	false	1	1	0	0	0	0
45	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	p45_P1E6774	2017-01-07T04:03:13.000Z	2017-01-07 05:03:13	Shawn Hook talks new album #AnalogLove with Alex Simpson on What She Said! Radio SiriusXM		22	People & Blogs	PT11M29S	689	2d	sd	false	1	0	0	0	0	0
46	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	UHxgjfVz6w0	2017-01-07T04:03:12.000Z	2017-01-07 05:03:12	JoJo Siwa Calls Jacob Sartorius UGLY!!! Musical ly Drama		22	People & Blogs	PT1M42S	102	2d	sd	false	1	15	0	0	0	0
47	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	_p397COwcQ8	2017-01-07T04:03:12.000Z	2017-01-07 05:03:12	JoJo s Violin Recital Allegro April 9th, 2011		22	People & Blogs	PT2M6S	126	2d	sd	false	1	0	0	0	0	0
48	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	hdEw0adGiDo	2017-01-07T04:03:11.000Z	2017-01-07 05:03:11	Jojo s Hot dog Adventure		22	People & Blogs	PT1M31S	91	2d	sd	false	1	0	0	0	0	0
49	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	rgZQKPhlFDw	2017-01-07T04:03:10.000Z	2017-01-07 05:03:10	JoJo s Dangerous Adventure Mario RPG x JoJo		22	People & Blogs	PT1M10S	70	2d	sd	false	1	0	0	0	0	0
50	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	-m50ztHOvDs	2017-01-07T04:03:23.000Z	2017-01-07 05:03:23	Jojo s Bizarre Smashfest		22	People & Blogs	PT57S	57	2d	sd	false	1	0	0	0	0	0
51	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	Pi6ltsdGfWM	2017-01-07T04:03:21.000Z	2017-01-07 05:03:21	JoJo s Bizarre Adventure Opening 6 Chase cover		22	People & Blogs	PT1M19S	79	2d	sd	false	1	3	0	0	0	0
52	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	nFI5eX8LS5o	2017-01-07T04:03:20.000Z	2017-01-07 05:03:20	Jojo s Bizarre Adventure AwakenPillar Men Theme		22	People & Blogs	PT3M22S	202	2d	sd	false	1	0	0	0	0	0
53	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	NjgWhlOgE50	2017-01-07T04:03:19.000Z	2017-01-07 05:03:19	Watch Fiona Apple, Jakob Dylan, Justine Bennett perform Beach Boys In my room		22	People & Blogs	PT47S	47	2d	sd	false	1	13	0	0	0	0
54	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	xFaMVcSNAlc	2017-01-07T04:03:19.000Z	2017-01-07 05:03:19	JoJo s Bizarre Adventure Stardust Crusaders OST 09 Virtuous Pope		22	People & Blogs	PT2M55S	175	2d	sd	false	1	0	0	0	0	0
55	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	TxnIh7RimJE	2017-01-07T04:03:18.000Z	2017-01-07 05:03:18	Ummet Ozcan & Bassjackers ID Extended Mix FREE DOWNLOAD		22	People & Blogs	PT3M44S	224	2d	sd	false	1	4	0	0	0	0
56	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	XOHAcN0nM7o	2017-01-07T04:03:17.000Z	2017-01-07 05:03:17	Turn the fucking bass up! Martin Garrix & Bassjackers drop Bassjackers & MAKJ DERP		22	People & Blogs	PT10S	10	2d	sd	false	1	1	0	0	0	0
57	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	A60ihnzAWfs	2017-01-07T04:03:29.000Z	2017-01-07 05:03:29	JoJo s Bizarre Adventure Stardust Crusaders OST Stardust Crusaders		22	People & Blogs	PT5M9S	309	2d	sd	false	1	0	0	0	0	0
58	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	3nTxkMGdkrY	2017-01-07T04:03:28.000Z	2017-01-07 05:03:28	True HD Jesse McCartney Unrehearsed New Song 2010 720P YouTube 81c23ca8 db15 4a4b a08c c		22	People & Blogs	PT2M30S	150	2d	sd	false	1	1	0	0	0	0
59	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	7dVFld-Pzt0	2017-01-07T04:03:27.000Z	2017-01-07 05:03:27	JoJo s Bizarre Adventure Diamond is Unbreakable OST Killer		22	People & Blogs	PT3M4S	184	2d	sd	false	1	3	0	0	0	0
60	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	8EZIr1yxyOA	2017-01-07T04:03:26.000Z	2017-01-07 05:03:26	JoJo s Bizarre Adventure Diamond is Unbreakable OST Evolution		22	People & Blogs	PT3M46S	226	2d	sd	false	1	11	0	0	0	0
61	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	p8o_w1qiFVo	2017-01-07T04:03:24.000Z	2017-01-07 05:03:24	JoJo s Bizarre Adventure Diamond is Unbreakable OST Another face, same mind		22	People & Blogs	PT4M7S	247	2d	sd	false	1	1	0	0	0	0
62	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	rnWIAVDE5UA	2017-01-07T04:03:22.000Z	2017-01-07 05:03:22	Taylor swift and Andy grammer		22	People & Blogs	PT2M2S	122	2d	sd	false	1	0	0	0	0	0
63	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	bwuhgW6eW-Q	2017-01-07T04:03:21.000Z	2017-01-07 05:03:21	Jojo s Bizarre Adventure Diamond is Unbreakable Great Days UNITS ver JO☆UNITED		22	People & Blogs	PT4M3S	243	2d	sd	false	1	0	0	0	0	0
64	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	w_Ig5ponnlw	2017-01-07T04:03:19.000Z	2017-01-07 05:03:19	Shawn Hook singing Chandelier by SIA		22	People & Blogs	PT4M14S	254	2d	sd	false	1	0	0	0	0	0
65	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	UbpoOnEcacY	2017-01-07T04:03:18.000Z	2017-01-07 05:03:18	Sunshine Jesse McCartney FULL SONG HQ		22	People & Blogs	PT3M28S	208	2d	sd	false	1	0	0	0	0	0
66	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	ZWV-S9pHA1s	2017-01-07T04:03:16.000Z	2017-01-07 05:03:16	Speedpaint Owleana in the dark in owl city		22	People & Blogs	PT19S	19	2d	hd	false	1	1	0	0	0	0
67	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	qLi8C68aR3s	2017-01-07T04:03:20.000Z	2017-01-07 05:03:20	Jojo & Hamster		22	People & Blogs	PT44S	44	2d	sd	false	1	0	0	0	0	0
68	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	7s9yTRxaOl4	2017-01-07T04:03:20.000Z	2017-01-07 05:03:20	Speedpaint Owleana in the dark in owl city		22	People & Blogs	PT19S	19	2d	hd	false	1	1	0	0	0	0
69	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	dnIbK73a-wU	2017-01-07T04:03:19.000Z	2017-01-07 05:03:19	SNL Host Benedict Cumberbatch and Beck Pretend The Election Isn&#39;t Happening 720p		22	People & Blogs	PT31S	31	2d	sd	false	1	19	0	1	0	0
70	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	uTgdtci1OFU	2017-01-07T04:03:18.000Z	2017-01-07 05:03:18	JoJo Marvin s Room Can t Do Better Acoustic Live		22	People & Blogs	PT2M47S	167	2d	sd	false	1	4	0	0	0	0
71	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	jbfYxfIXfJk	2017-01-07T04:03:18.000Z	2017-01-07 05:03:18	SNL mocks CNN s Trump coverage		22	People & Blogs	PT1M20S	80	2d	sd	false	1	1	0	0	0	0
72	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	lSKk3yoLha0	2017-01-07T04:03:17.000Z	2017-01-07 05:03:17	Jesse McCartney Tell her Lyrics		22	People & Blogs	PT3M59S	239	2d	sd	false	1	0	0	0	0	0
73	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	2mfmN91ExzU	2017-01-07T04:03:16.000Z	2017-01-07 05:03:16	SING, VEN Y CANTA! Ya en cines de Uruguay 		22	People & Blogs	PT11S	11	2d	sd	false	1	1	0	0	0	0
74	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	Agr9yfDB7-o	2017-01-07T04:03:15.000Z	2017-01-07 05:03:15	Shawn Hook Performs Sound of Your Heart		22	People & Blogs	PT7M	7	2d	sd	false	1	0	0	0	0	0
75	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	1dm1eekBul8	2017-01-07T04:03:15.000Z	2017-01-07 05:03:15	Jesse McCartney Simple Thing Called Love Lyrics		22	People & Blogs	PT4M6S	246	2d	sd	false	1	0	0	0	0	0
76	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	6o3PDHMkk5c	2017-01-07T04:03:29.000Z	2017-01-07 05:03:29	Jesse McCartney's bad week		22	People & Blogs	PT2M22S	142	2d	sd	false	1	0	0	0	0	0
77	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	rpVD8PBrrLY	2017-01-07T04:03:28.000Z	2017-01-07 05:03:28	Shawn Hook Performs Relapse		22	People & Blogs	PT7M37S	457	2d	sd	false	1	0	0	0	0	0
78	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	3W4JzpWdfl8	2017-01-07T04:03:28.000Z	2017-01-07 05:03:28	SING ¡VEN Y CANTA! Spot Gunter En cines 5 de enero		22	People & Blogs	PT31S	31	2d	sd	false	1	0	0	0	0	0
79	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	m4QTORhh3GM	2017-01-07T04:03:27.000Z	2017-01-07 05:03:27	Shawn Hook on The Adam Bomb Show		22	People & Blogs	PT7M38S	458	2d	sd	false	1	0	0	0	0	0
80	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	ZeFh7okC3qQ	2017-01-07T04:03:26.000Z	2017-01-07 05:03:26	Shuffling to Deorro @ EDC 2014		22	People & Blogs	PT28S	28	2d	sd	false	1	2	0	0	0	0
81	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	OvJgaPZSwLw	2017-01-07T04:03:46.000Z	2017-01-07 05:03:46	Shawn Hook Live! w Kelly & Michael 1 27 16		22	People & Blogs	PT4M39S	279	2d	sd	false	1	0	0	0	0	0
82	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	rwtAZD2cq7s	2017-01-07T04:03:44.000Z	2017-01-07 05:03:44	Jesse McCartneyFunny moments part 1		22	People & Blogs	PT1M47S	107	2d	sd	false	1	2	0	0	0	0
83	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	_A0vqVCOLG0	2017-01-07T04:03:42.000Z	2017-01-07 05:03:42	Shall we begin! Manu Bennett SpartaCon 2016		22	People & Blogs	PT18S	18	2d	sd	false	1	12	0	0	0	0
84	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	TGeFDiSuL-U	2017-01-07T04:03:41.000Z	2017-01-07 05:03:41	Jesse McCartney Funny Moments part 2		22	People & Blogs	PT4M12S	252	2d	sd	false	1	2	0	0	0	0
85	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	3Ig7-tByzfw	2017-01-07T04:03:40.000Z	2017-01-07 05:03:40	Jesse McCartney Through The Years		22	People & Blogs	PT4M21S	261	2d	sd	false	1	1	0	0	0	0
86	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	8hB6U53gllo	2017-01-07T04:03:39.000Z	2017-01-07 05:03:39	Sandeep Parikh LTASMI Extra! the things about steph is		22	People & Blogs	PT30S	30	2d	sd	false	1	0	0	0	0	0
87	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	3tsJbbIl6O4	2017-01-07T04:03:37.000Z	2017-01-07 05:03:37	Jesse McCartney Tell her Lyrics		22	People & Blogs	PT3M58S	238	2d	sd	false	1	0	0	0	0	0
88	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	S-eCgWCAjQw	2017-01-07T04:03:36.000Z	2017-01-07 05:03:36	Sandeep Parikh LTASMI Extra! shower		22	People & Blogs	PT16S	16	2d	sd	false	1	0	0	0	0	0
89	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	c9xILb_4CbE	2017-01-07T04:03:35.000Z	2017-01-07 05:03:35	Regi & Lea Rue Should Have Been There for You		22	People & Blogs	PT21S	21	2d	sd	false	1	5	0	0	0	0
90	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	lVcmjR7-HU0	2017-01-07T04:03:34.000Z	2017-01-07 05:03:34	Jesse McCartney Simple Thing Called Love Lyrics		22	People & Blogs	PT4M6S	246	2d	hd	false	1	0	0	0	0	0
91	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	dYCsP8XJ9OY	2017-01-07T04:03:32.000Z	2017-01-07 05:03:32	Jesse McCartney s Roller Coaster #IceBucketChallenge! @JesseMccartney		22	People & Blogs	PT1M12S	72	2d	sd	false	1	1	0	0	0	0
92	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	LnPxThvGMhk	2017-01-07T04:03:31.000Z	2017-01-07 05:03:31	Romney, Hatch, Bennett All Supported Health Insurance Mandate		22	People & Blogs	PT2M32S	152	2d	sd	false	1	0	0	0	0	0
93	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	P2SUkd9MwEQ	2017-01-07T04:03:30.000Z	2017-01-07 05:03:30	SHAWN HOOK Interview at QMFM		22	People & Blogs	PT7M38S	458	2d	sd	false	1	0	0	0	0	0
94	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	1WmDjTPZ_LI	2017-01-07T04:03:29.000Z	2017-01-07 05:03:29	Jesse McCartney Roxas interview		22	People & Blogs	PT1M8S	68	2d	sd	false	1	1	0	0	0	0
95	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	B9Ivjb7hWec	2017-01-07T04:03:26.000Z	2017-01-07 05:03:26	Jesse McCartney Right Where You Want Me Disney Version		22	People & Blogs	PT1M31S	91	2d	sd	false	1	0	0	0	0	0
96	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	G6YKYZKq3sk	2017-01-07T04:03:29.000Z	2017-01-07 05:03:29	Radio Disney Family Holiday Promo Andy Grammer		22	People & Blogs	PT31S	31	2d	sd	false	1	1	0	0	0	0
97	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	IraHev0PciU	2017-01-07T04:03:28.000Z	2017-01-07 05:03:28	Queensland Art Gallery, Andy Warhol Exhibition Isle 62		22	People & Blogs	PT47S	47	2d	sd	false	1	1	0	0	0	0
98	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	v7Q_Ec3Gobk	2017-01-07T04:03:28.000Z	2017-01-07 05:03:28	Que le pasa a lupita  te amo deorro en EDC		22	People & Blogs	PT37S	37	2d	sd	false	1	6	0	0	0	0
99	UCpKiWvqHKjU9mBlOAccQJrQ	如何他妈的做	1ZyaZILQ-RM	2017-01-07T04:03:27.000Z	2017-01-07 05:03:27	Jesse McCartney performs How Do You Sleep LIVE on Regis & Kelly		22	People & Blogs	PT4M42S	282	2d	sd	false	1	0	0	0	0	0
